customerID,Churn,ChurnProbability,RiskCategory,MonthlyCharges,TotalCharges,RevenueAtRisk,Contract,tenure,TenureGroup,CustomerValueGroup,Segment,NumServices,InternetService
8739-QOTTN,No,0.185,Low Risk,20.35,41.85,3.76,Month-to-month,2,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
1399-OUPJN,No,0.0036,Low Risk,19.75,1272.05,0.07,Two year,57,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
0277-BKSQP,No,0.4626,Medium Risk,54.4,475.1,25.17,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / Low Risk,3,DSL
6502-HCJTI,Yes,0.5899,High Risk,94.7,673.1,55.87,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
2606-RMDHZ,Yes,0.4558,Medium Risk,30.5,208.7,13.9,Month-to-month,6,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
5774-XZTQC,No,0.1255,Low Risk,20.45,150.75,2.57,Month-to-month,7,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
2676-SSLTO,No,0.0379,Low Risk,66.15,3199.0,2.51,Two year,49,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
6266-QHOJZ,No,0.0789,Low Risk,89.85,5844.65,7.09,One year,65,49+ months,High Value,High Value / Low Risk,6,Fiber optic
7269-JISCY,No,0.0272,Low Risk,45.05,2462.6,1.22,One year,55,49+ months,Medium Value,Low-Med Value / Low Risk,2,DSL
0363-SVHYR,No,0.0102,Low Risk,86.85,6263.8,0.89,Two year,71,49+ months,High Value,High Value / Low Risk,9,DSL
8547-NSBBO,No,0.2369,Low Risk,96.75,3403.4,22.92,Month-to-month,35,25-48 months,Medium Value,Low-Med Value / Low Risk,7,Fiber optic
8258-GSTJK,Yes,0.7695,Critical Risk,77.0,237.75,59.25,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
6861-OKBCE,Yes,0.0955,Low Risk,20.1,221.35,1.92,Month-to-month,11,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
9940-RHLFB,Yes,0.6076,High Risk,75.3,75.3,45.75,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
6591-QGOYB,No,0.3781,Medium Risk,106.65,1672.1,40.32,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / Low Risk,8,Fiber optic
9070-BCKQP,No,0.0572,Low Risk,110.15,7881.2,6.3,Two year,72,49+ months,High Value,High Value / Low Risk,8,Fiber optic
6421-SZVEM,No,0.1906,Low Risk,82.85,2320.8,15.79,One year,28,25-48 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
1328-EUZHC,No,0.0281,Low Risk,20.1,370.5,0.56,Two year,18,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
2995-UPRYS,Yes,0.2225,Low Risk,99.2,4062.2,22.07,One year,40,25-48 months,High Value,High Value / Low Risk,6,Fiber optic
8878-RYUKI,No,0.1595,Low Risk,59.45,3043.7,9.48,Month-to-month,52,49+ months,Medium Value,Low-Med Value / Low Risk,4,DSL
9633-DENPU,No,0.1237,Low Risk,58.6,2723.4,7.25,Month-to-month,47,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
7811-JIVPF,No,0.1616,Low Risk,49.7,1081.25,8.03,Month-to-month,23,13-24 months,Medium Value,Low-Med Value / Low Risk,3,DSL
7113-HIPFI,No,0.0039,Low Risk,65.85,4097.05,0.26,Two year,66,49+ months,High Value,High Value / Low Risk,6,DSL
8541-QVFKM,No,0.7188,High Risk,73.5,632.2,52.83,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
6686-YPGHK,Yes,0.2131,Low Risk,85.5,4042.3,18.22,Month-to-month,47,25-48 months,High Value,High Value / Low Risk,4,Fiber optic
1383-EZRWL,Yes,0.1511,Low Risk,20.05,164.85,3.03,Month-to-month,7,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
9258-CNWAC,No,0.0313,Low Risk,113.65,8166.8,3.56,Two year,71,49+ months,High Value,High Value / Low Risk,9,Fiber optic
5371-VYLSX,No,0.2982,Medium Risk,83.4,4113.7,24.87,Month-to-month,50,49+ months,High Value,High Value / Low Risk,5,Fiber optic
6374-AFWOX,No,0.0106,Low Risk,65.65,3047.15,0.69,Two year,46,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
4759-TRPLW,Yes,0.6219,High Risk,70.4,70.4,43.78,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
5317-FLPJF,No,0.0204,Low Risk,61.35,4193.4,1.25,Two year,66,49+ months,High Value,High Value / Low Risk,6,DSL
7621-VPNET,No,0.2815,Medium Risk,85.9,3729.75,24.18,Month-to-month,42,25-48 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
6034-YMTOB,No,0.5065,High Risk,75.65,399.45,38.31,Month-to-month,5,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
8563-IIOXK,Yes,0.1862,Low Risk,49.75,331.3,9.26,One year,7,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
4903-CNOZC,No,0.1081,Low Risk,70.9,1964.6,7.66,One year,29,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
4353-HYOJD,No,0.1162,Low Risk,49.85,1336.15,5.79,Month-to-month,27,25-48 months,Medium Value,Low-Med Value / Low Risk,3,DSL
8020-BWHYL,Yes,0.4837,Medium Risk,75.3,1147.45,36.43,Month-to-month,15,13-24 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
7267-FRMJW,No,0.0163,Low Risk,20.1,486.05,0.33,Two year,25,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
2982-VPSGI,Yes,0.7926,Critical Risk,94.0,1078.9,74.51,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
4188-FRABG,No,0.252,Medium Risk,103.05,5925.75,25.97,Month-to-month,57,49+ months,High Value,High Value / Low Risk,8,Fiber optic
8199-ZLLSA,Yes,0.1065,Low Risk,118.35,7804.15,12.6,One year,67,49+ months,High Value,High Value / Low Risk,9,Fiber optic
4128-ETESU,No,0.5184,High Risk,99.7,4747.2,51.69,Month-to-month,47,25-48 months,High Value,High Value / High Risk,6,Fiber optic
0620-DLSLK,No,0.5835,High Risk,81.9,1028.9,47.79,Month-to-month,13,13-24 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
4625-EWPTF,Yes,0.473,Medium Risk,30.45,226.45,14.4,Month-to-month,8,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
5980-NOPLP,Yes,0.594,High Risk,96.1,4364.1,57.09,Month-to-month,44,25-48 months,High Value,High Value / High Risk,5,Fiber optic
3850-OKINF,No,0.0372,Low Risk,66.2,4692.55,2.46,One year,71,49+ months,High Value,High Value / Low Risk,5,DSL
6892-XPFPU,Yes,0.7176,High Risk,104.25,2433.9,74.81,Month-to-month,24,13-24 months,Medium Value,Low-Med Value / High Risk,7,Fiber optic
8010-EZLOU,Yes,0.6626,High Risk,80.2,1217.25,53.14,Month-to-month,15,13-24 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
1156-ZFYDO,No,0.2433,Low Risk,19.75,19.75,4.8,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
3295-YVUSR,No,0.7317,High Risk,72.6,154.3,53.12,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
8016-NCFVO,No,0.355,Medium Risk,116.5,6382.55,41.36,Month-to-month,55,49+ months,High Value,High Value / Low Risk,9,Fiber optic
4119-ZYPZY,No,0.1205,Low Risk,106.8,7623.2,12.87,Two year,71,49+ months,High Value,High Value / Low Risk,7,Fiber optic
5549-ZGHFB,No,0.0074,Low Risk,24.95,1261.45,0.19,Two year,50,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
7577-SWIFR,No,0.7912,Critical Risk,89.25,89.25,70.61,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
0303-WMMRN,No,0.2249,Low Risk,19.25,86.05,4.33,Month-to-month,5,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
6408-OTUBZ,No,0.0768,Low Risk,104.55,6779.05,8.02,One year,66,49+ months,High Value,High Value / Low Risk,8,Fiber optic
5204-HMGYF,No,0.0384,Low Risk,87.2,4345.0,3.35,One year,49,49+ months,High Value,High Value / Low Risk,8,DSL
1078-TDCRN,No,0.6235,High Risk,30.75,82.85,19.17,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,2,DSL
3727-OVPRY,No,0.0088,Low Risk,25.7,1714.55,0.23,One year,66,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
3797-FKOGQ,No,0.6087,High Risk,86.2,893.2,52.47,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
7622-NXQZR,No,0.205,Low Risk,30.1,810.85,6.17,Month-to-month,28,25-48 months,Medium Value,Low-Med Value / Low Risk,2,DSL
6196-HBOBZ,No,0.0854,Low Risk,99.35,6347.55,8.49,Two year,65,49+ months,High Value,High Value / Low Risk,7,Fiber optic
3970-XGJDU,No,0.0047,Low Risk,19.2,1123.65,0.09,Two year,62,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
7017-VFULY,No,0.1758,Low Risk,20.1,43.15,3.53,Month-to-month,2,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
5562-YJQGT,No,0.1666,Low Risk,20.35,35.1,3.39,Month-to-month,2,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
8807-OPMBM,No,0.0075,Low Risk,25.65,1388.0,0.19,Two year,55,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
5439-WIKXB,No,0.5365,High Risk,94.55,3851.45,50.72,Month-to-month,41,25-48 months,High Value,High Value / High Risk,5,Fiber optic
9874-QLCLH,Yes,0.62,High Risk,104.2,1743.5,64.6,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / High Risk,7,Fiber optic
8294-UIMBA,No,0.2637,Medium Risk,94.4,2638.1,24.89,One year,30,25-48 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
8109-YUOHE,No,0.0744,Low Risk,56.1,946.95,4.17,One year,17,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
5840-NVDCG,No,0.0303,Low Risk,68.25,1114.85,2.07,Two year,16,13-24 months,Medium Value,Low-Med Value / Low Risk,6,DSL
8092-NLTGF,No,0.0032,Low Risk,24.75,1777.6,0.08,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
5928-QLDHB,No,0.705,High Risk,76.25,684.85,53.75,Month-to-month,9,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
9840-EFJQB,No,0.5794,High Risk,74.35,74.35,43.08,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
0696-UKTOX,No,0.1322,Low Risk,54.15,1312.45,7.16,Month-to-month,23,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
4801-KFYKL,No,0.115,Low Risk,19.45,159.2,2.24,Month-to-month,8,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
3472-OAOOR,No,0.2198,Low Risk,34.95,610.2,7.68,Month-to-month,19,13-24 months,Medium Value,Low-Med Value / Low Risk,3,DSL
6135-OZQVA,No,0.4307,Medium Risk,53.65,404.35,23.11,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / Low Risk,4,DSL
8062-YBDOE,Yes,0.7361,High Risk,69.65,69.65,51.27,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
2252-JHJGE,No,0.1801,Low Risk,104.0,6363.45,18.73,One year,61,49+ months,High Value,High Value / Low Risk,7,Fiber optic
4188-PCPIG,No,0.0129,Low Risk,70.35,4124.65,0.91,Two year,57,49+ months,High Value,High Value / Low Risk,6,DSL
6000-APYLU,Yes,0.6943,High Risk,80.8,713.1,56.1,Month-to-month,9,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
7105-BENQF,No,0.0938,Low Risk,64.85,950.75,6.08,One year,15,13-24 months,Medium Value,Low-Med Value / Low Risk,5,DSL
7721-DVEKZ,No,0.1907,Low Risk,19.65,19.65,3.75,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
3566-VVORZ,No,0.2428,Low Risk,45.9,505.95,11.14,Month-to-month,12,0-12 months,Medium Value,Low-Med Value / Low Risk,2,DSL
9507-HSMMZ,No,0.0055,Low Risk,20.0,1149.65,0.11,Two year,54,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
2480-SQIOB,No,0.3514,Medium Risk,44.8,169.65,15.74,Month-to-month,4,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
0947-IDHRQ,Yes,0.6354,High Risk,80.3,526.7,51.03,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
7813-TKCVO,No,0.0469,Low Risk,20.35,393.15,0.95,One year,20,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
0128-MKWSG,No,0.1294,Low Risk,45.8,1147.0,5.93,Month-to-month,26,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
3672-YITQD,Yes,0.6126,High Risk,84.1,3021.6,51.52,Month-to-month,36,25-48 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
4350-ZTLPI,No,0.1992,Low Risk,108.95,5718.2,21.7,One year,53,49+ months,High Value,High Value / Low Risk,8,Fiber optic
9048-JVYVF,Yes,0.5222,High Risk,69.35,191.35,36.22,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,5,DSL
0361-HJRDX,No,0.0116,Low Risk,64.35,4539.6,0.75,Two year,68,49+ months,High Value,High Value / Low Risk,7,DSL
5727-MYATE,No,0.013,Low Risk,90.8,6397.6,1.18,Two year,72,49+ months,High Value,High Value / Low Risk,9,DSL
3823-KYNQY,No,0.08,Low Risk,24.95,280.4,2.0,One year,12,0-12 months,Low Value,Low-Med Value / Low Risk,2,No
8988-ECPJR,Yes,0.3836,Medium Risk,79.6,2718.3,30.53,Month-to-month,34,25-48 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
7570-WELNY,No,0.0371,Low Risk,84.7,5711.05,3.14,Two year,68,49+ months,High Value,High Value / Low Risk,5,Fiber optic
3021-VLNRJ,No,0.0261,Low Risk,70.8,3478.15,1.85,One year,50,49+ months,Medium Value,Low-Med Value / Low Risk,6,DSL
3776-EKTKM,Yes,0.7229,High Risk,36.45,36.45,26.35,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,DSL
2080-CAZNM,No,0.6023,High Risk,104.4,4133.95,62.88,Month-to-month,41,25-48 months,High Value,High Value / High Risk,7,Fiber optic
1028-FFNJK,No,0.6322,High Risk,101.5,2917.65,64.17,Month-to-month,30,25-48 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
6907-FLBER,No,0.459,Medium Risk,54.3,54.3,24.92,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,4,DSL
3001-UNBTL,No,0.6609,High Risk,103.95,2964.8,68.7,Month-to-month,29,25-48 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
5982-PSMKW,No,0.0559,Low Risk,91.1,2198.3,5.09,Two year,23,13-24 months,Medium Value,Low-Med Value / Low Risk,9,DSL
3507-GASNP,No,0.0032,Low Risk,19.95,1189.9,0.06,Two year,60,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
7096-ZNBZI,No,0.003,Low Risk,26.45,1914.5,0.08,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
1902-XBTFB,Yes,0.5088,High Risk,89.4,2001.5,45.48,Month-to-month,22,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
1676-MQAOA,No,0.008,Low Risk,75.1,5336.35,0.6,Two year,72,49+ months,High Value,High Value / Low Risk,7,DSL
0786-IVLAW,No,0.1617,Low Risk,108.1,7238.6,17.48,One year,66,49+ months,High Value,High Value / Low Risk,7,Fiber optic
7566-DSRLQ,No,0.1083,Low Risk,110.15,7998.8,11.92,Two year,72,49+ months,High Value,High Value / Low Risk,8,Fiber optic
0643-OKLRP,Yes,0.2737,Medium Risk,80.35,3825.85,21.99,Month-to-month,47,25-48 months,High Value,High Value / Low Risk,4,Fiber optic
7245-JMTTQ,No,0.273,Medium Risk,111.5,5703.25,30.43,One year,51,49+ months,High Value,High Value / Low Risk,8,Fiber optic
6050-IJRHS,No,0.2001,Low Risk,106.5,7397.0,21.31,One year,70,49+ months,High Value,High Value / Low Risk,7,Fiber optic
6202-JVYEU,No,0.1403,Low Risk,19.9,164.6,2.79,One year,9,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
8591-TKMZH,No,0.063,Low Risk,111.1,6555.2,7.0,Two year,59,49+ months,High Value,High Value / Low Risk,8,Fiber optic
0734-OXWBT,No,0.3025,Medium Risk,70.7,225.65,21.39,Month-to-month,3,0-12 months,Low Value,Low-Med Value / Low Risk,5,DSL
4282-ACRXS,No,0.2953,Medium Risk,24.85,955.75,7.34,Month-to-month,38,25-48 months,Medium Value,Low-Med Value / Low Risk,1,DSL
0365-TRTPY,No,0.2062,Low Risk,91.2,3382.3,18.8,Month-to-month,37,25-48 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
7349-ALMUX,No,0.0129,Low Risk,65.6,2313.8,0.85,Two year,37,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
9381-NDKME,Yes,0.3933,Medium Risk,40.65,933.3,15.99,Month-to-month,24,13-24 months,Medium Value,Low-Med Value / Low Risk,3,DSL
6502-KUGLL,No,0.0866,Low Risk,59.45,780.85,5.15,Month-to-month,14,13-24 months,Medium Value,Low-Med Value / Low Risk,5,DSL
1841-YSJGV,No,0.0512,Low Risk,109.95,7852.4,5.63,Two year,72,49+ months,High Value,High Value / Low Risk,8,Fiber optic
2794-XIMMO,Yes,0.1072,Low Risk,60.45,3184.25,6.48,One year,53,49+ months,Medium Value,Low-Med Value / Low Risk,6,DSL
8382-SHQEH,Yes,0.7659,Critical Risk,84.9,764.95,65.02,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
3511-BFTJW,No,0.005,Low Risk,38.5,2763.0,0.19,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,4,DSL
7668-XCFYV,No,0.7908,Critical Risk,92.55,1614.7,73.18,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
2983-ZANRP,Yes,0.5213,High Risk,73.55,145.4,38.34,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
7845-URHJN,Yes,0.1386,Low Risk,20.15,156.25,2.79,Month-to-month,8,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
3034-ZBEQN,Yes,0.0481,Low Risk,34.7,1604.5,1.67,One year,48,25-48 months,Medium Value,Low-Med Value / Low Risk,3,DSL
5018-HEKFO,No,0.2332,Low Risk,24.5,270.15,5.71,Month-to-month,10,0-12 months,Low Value,Low-Med Value / Low Risk,2,No
2923-ARZLG,No,0.1296,Low Risk,19.7,0.0,2.55,One year,0,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
3976-NLDEZ,No,0.1913,Low Risk,20.6,20.6,3.94,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
2282-YGNOR,No,0.0368,Low Risk,58.0,1734.5,2.14,One year,29,25-48 months,Medium Value,Low-Med Value / Low Risk,5,DSL
5336-UFNZP,No,0.2529,Medium Risk,107.45,7047.5,27.17,One year,65,49+ months,High Value,High Value / Low Risk,7,Fiber optic
6854-EXGSF,No,0.2844,Medium Risk,65.5,573.15,18.63,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / Low Risk,6,DSL
1241-EZFMJ,No,0.0053,Low Risk,25.45,1538.6,0.13,Two year,61,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
9233-PSYHO,No,0.3498,Medium Risk,100.15,4459.8,35.03,One year,45,25-48 months,High Value,High Value / Low Risk,6,Fiber optic
5376-PCKNB,No,0.1379,Low Risk,104.45,7459.0,14.4,One year,72,49+ months,High Value,High Value / Low Risk,7,Fiber optic
8044-BGWPI,No,0.1868,Low Risk,21.15,306.05,3.95,Month-to-month,12,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
4060-LDNLU,No,0.7376,High Risk,96.2,639.7,70.96,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
3589-PPVKW,No,0.3641,Medium Risk,44.4,348.15,16.17,Month-to-month,9,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
8327-LZKAS,Yes,0.3731,Medium Risk,107.55,4533.9,40.13,One year,43,25-48 months,High Value,High Value / Low Risk,7,Fiber optic
5887-IKKYO,No,0.05,Low Risk,94.35,5563.65,4.72,Two year,58,49+ months,High Value,High Value / Low Risk,6,Fiber optic
1075-BGWOH,Yes,0.7909,Critical Risk,98.75,1587.55,78.1,Month-to-month,16,13-24 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
1755-RMCXH,No,0.1561,Low Risk,20.3,40.25,3.17,Month-to-month,2,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
0302-JOIVN,Yes,0.6287,High Risk,101.15,842.9,63.59,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
3858-XHYJO,No,0.206,Low Risk,105.75,4228.55,21.79,One year,40,25-48 months,High Value,High Value / Low Risk,7,Fiber optic
4299-SIMNS,No,0.6152,High Risk,81.15,784.45,49.93,Month-to-month,9,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
7025-IWFHT,No,0.2084,Low Risk,89.55,3729.75,18.67,One year,41,25-48 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
6261-LHRTG,No,0.1778,Low Risk,54.75,1406.9,9.73,Month-to-month,26,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
7841-FCRQD,No,0.059,Low Risk,53.75,1857.3,3.17,One year,33,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
2056-EVGZL,No,0.0621,Low Risk,105.75,7322.5,6.57,One year,68,49+ months,High Value,High Value / Low Risk,7,Fiber optic
8777-MBMTS,No,0.0681,Low Risk,105.85,6725.5,7.21,Two year,65,49+ months,High Value,High Value / Low Risk,7,Fiber optic
7753-USQYQ,No,0.0544,Low Risk,64.2,3627.3,3.49,One year,55,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
5366-IJEQJ,Yes,0.686,High Risk,88.7,1761.45,60.85,Month-to-month,20,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
7661-CPURM,No,0.2744,Medium Risk,87.7,1725.95,24.07,One year,19,13-24 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
6233-HXJMX,No,0.4064,Medium Risk,89.3,4192.15,36.29,Month-to-month,45,25-48 months,High Value,High Value / Low Risk,5,Fiber optic
5902-WBLSE,No,0.0027,Low Risk,20.15,1411.2,0.05,Two year,70,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
1981-INRFU,Yes,0.7406,High Risk,79.75,164.5,59.06,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
4971-PUYQO,Yes,0.637,High Risk,94.55,2724.6,60.23,Month-to-month,27,25-48 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
3239-TPHPZ,No,0.0704,Low Risk,20.05,264.55,1.41,Two year,12,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
5115-GZDEL,No,0.0076,Low Risk,67.2,4671.7,0.51,Two year,72,49+ months,High Value,High Value / Low Risk,7,DSL
3338-CVVEH,No,0.7174,High Risk,94.55,1173.55,67.83,Month-to-month,12,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
8485-GJCDN,Yes,0.6357,High Risk,69.05,318.5,43.9,Month-to-month,5,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
2615-YVMYX,No,0.346,Medium Risk,107.5,7713.55,37.2,Month-to-month,71,49+ months,High Value,High Value / Low Risk,8,Fiber optic
2851-STERV,No,0.1707,Low Risk,73.0,2471.25,12.46,One year,35,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
4393-GEADV,No,0.0306,Low Risk,114.75,7842.3,3.52,Two year,70,49+ months,High Value,High Value / Low Risk,9,Fiber optic
8486-AYEQH,No,0.522,High Risk,76.05,2227.8,39.7,Month-to-month,31,25-48 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
1527-SXDPN,Yes,0.0806,Low Risk,96.25,4990.25,7.76,Two year,52,49+ months,High Value,High Value / Low Risk,6,Fiber optic
6029-WTIPC,Yes,0.6672,High Risk,101.1,3744.05,67.46,Month-to-month,37,25-48 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
8634-CILSZ,Yes,0.1381,Low Risk,104.7,7220.35,14.46,One year,69,49+ months,High Value,High Value / Low Risk,7,Fiber optic
5419-JKZNQ,No,0.4108,Medium Risk,77.9,2351.45,32.0,Month-to-month,30,25-48 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
2495-KZNFB,No,0.4909,Medium Risk,90.65,2989.6,44.5,Month-to-month,33,25-48 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
1409-PHXTF,No,0.1861,Low Risk,110.45,6077.75,20.56,Two year,54,49+ months,High Value,High Value / Low Risk,8,Fiber optic
4560-WQAQW,No,0.0246,Low Risk,68.7,4070.95,1.69,One year,59,49+ months,High Value,High Value / Low Risk,6,DSL
9591-YVTEB,No,0.1432,Low Risk,44.85,2479.05,6.42,Month-to-month,55,49+ months,Medium Value,Low-Med Value / Low Risk,4,DSL
9309-BZGNT,No,0.0346,Low Risk,29.8,2134.3,1.03,One year,69,49+ months,Medium Value,Low-Med Value / Low Risk,2,DSL
4274-DRSQT,No,0.1405,Low Risk,88.9,6000.1,12.49,One year,66,49+ months,High Value,High Value / Low Risk,5,Fiber optic
2027-DNKIV,No,0.036,Low Risk,58.75,2203.1,2.12,One year,37,25-48 months,Medium Value,Low-Med Value / Low Risk,5,DSL
8075-GXIUB,No,0.0811,Low Risk,19.85,183.15,1.61,One year,9,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
2885-HIJDH,No,0.0122,Low Risk,86.9,6194.1,1.06,Two year,69,49+ months,High Value,High Value / Low Risk,8,DSL
5424-RLQLC,No,0.377,Medium Risk,59.65,638.95,22.49,Month-to-month,10,0-12 months,Medium Value,Low-Med Value / Low Risk,4,DSL
6682-QJDGB,Yes,0.071,Low Risk,55.25,2139.2,3.92,Month-to-month,40,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
6507-DTJZV,No,0.2796,Medium Risk,66.4,831.75,18.57,Month-to-month,13,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
8780-IXSTS,Yes,0.7368,High Risk,90.1,521.3,66.39,Month-to-month,6,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
7673-BQGKU,No,0.002,Low Risk,20.15,1337.5,0.04,Two year,69,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
6723-WSNTY,No,0.169,Low Risk,108.1,7181.95,18.27,One year,66,49+ months,High Value,High Value / Low Risk,8,Fiber optic
9530-EHPOH,Yes,0.4005,Medium Risk,53.75,608.0,21.53,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / Low Risk,4,DSL
2725-IWWBA,No,0.018,Low Risk,56.9,2560.1,1.02,One year,46,25-48 months,Medium Value,Low-Med Value / Low Risk,5,DSL
